Sample ID,TLV,esTLV,dimTLV
PT_1163,50,5,25
PT_1164,50,5,25
PT_1165,50,5,25
PT_1166,50,5,25
PT_1167,50,5,25
PT_1168,50,5,25
PT_1169,50,5,25
PT_1170,50,5,25
PT_1171,50,5,25
PT_1172,50,5,25
PT_1173,50,5,25
PT_1174,50,5,25
PT_1175,50,5,25
PT_1176,50,5,25
PT_1177,50,5,25
PT_1178,50,5,25
PT_1179,50,5,25
PT_1180,50,5,25
PT_1181,50,5,25
PT_1182,50,5,25
PT_1183,50,5,25
PT_1184,50,5,25
PT_1185,50,5,25
PT_1186,50,5,25
PT_1187,50,5,25
PT_1188,50,5,25
PT_1189,50,5,25
PT_1190,50,5,25
PT_1191,50,5,25
PT_1192,50,5,25
PT_1193,50,5,25
PT_1194,50,5,25
PT_1195,50,5,25
PT_1196,50,5,25
PT_1197,50,5,25
PT_1198,50,5,25
PT_1199,50,5,25
PT_1200,50,5,25
PT_1201,50,5,25
PT_1202,50,5,25
PT_1203,50,5,25
PT_1204,50,5,25
PT_1205,50,5,25
PT_1206,50,5,25
PT_1207,50,5,25
PT_1208,50,5,25
PT_1209,50,5,25
PT_1210,50,5,25
PT_1211,50,5,25
PT_1212,50,5,25
PT_1213,50,5,25
PT_1214,50,5,25
